ts,phase,gpu_mem_tree_gb,gpu_mem_total_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc_tree,rss_tree_gb,tree_pid_count
1778597105.04,indexing/sh_6k,12.779,12.779,1.0,22.21,119.64,1.2,0.0,4.87,5
1778597107.10,indexing/sh_6k,13.189,13.189,1.0,22.99,119.64,1.4,0.0,5.23,5
1778597109.15,indexing/sh_6k,13.490,13.490,1.0,23.67,119.64,1.3,0.0,5.60,5
1778597111.20,indexing/sh_6k,13.900,13.900,1.0,24.44,119.64,1.3,0.0,5.97,5
1778597113.26,indexing/sh_6k,14.174,14.174,1.0,21.63,119.64,1.8,0.0,2.57,5
1778597115.31,indexing/sh_6k,14.611,14.611,1.0,21.37,119.64,1.7,0.0,1.98,5
1778597117.36,indexing/sh_6k,14.912,14.912,1.0,22.01,119.64,1.4,0.0,2.34,5
1778597119.43,query/sh_6k,15.329,15.329,0.0,22.55,119.64,6.5,0.0,2.61,5
1778597121.48,query/sh_6k,15.329,15.329,0.0,22.57,119.64,0.4,0.0,2.61,5
1778597123.54,query/sh_6k,15.329,15.329,0.0,22.57,119.64,0.3,0.0,2.61,5
1778597125.60,query/sh_6k,15.329,15.329,0.0,22.57,119.64,0.3,0.0,2.61,5
1778597127.65,query/sh_6k,15.329,15.329,0.0,22.58,119.64,0.3,0.0,2.61,5
1778597129.70,query/sh_6k,15.329,15.329,0.0,22.60,119.64,0.3,0.0,2.61,5
1778597131.75,query/sh_6k,15.329,15.329,0.0,22.58,119.64,0.3,0.0,2.61,5
1778597133.80,query/sh_6k,15.329,15.329,0.0,22.56,119.64,0.3,0.0,2.61,5
1778597135.86,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.3,0.0,2.61,5
1778597137.92,query/sh_6k,15.329,15.329,0.0,22.54,119.64,0.4,0.0,2.61,5
1778597139.98,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597142.04,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.4,0.0,2.61,5
1778597144.09,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.4,0.0,2.61,5
1778597146.14,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.4,0.0,2.61,5
1778597148.20,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597150.26,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597152.32,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.4,0.0,2.61,5
1778597154.38,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597156.43,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.4,0.0,2.61,5
1778597158.48,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597160.54,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597162.60,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.4,0.0,2.61,5
1778597164.66,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597166.72,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597168.77,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.4,0.0,2.61,5
1778597170.82,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597172.87,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597174.92,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597176.98,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597179.04,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597181.10,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597183.16,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597185.21,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597187.26,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597189.32,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.3,0.0,2.61,5
1778597191.39,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597193.44,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597195.50,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597197.55,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597199.60,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597201.65,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597203.70,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597205.76,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.3,0.0,2.61,5
1778597207.81,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597209.87,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597211.92,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597213.98,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597216.04,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.4,0.0,2.61,5
1778597218.10,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597220.15,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597222.20,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597224.26,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597226.31,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597228.36,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597230.41,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.3,0.0,2.61,5
1778597232.46,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.4,0.0,2.61,5
1778597234.52,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.3,0.0,2.61,5
1778597236.58,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.3,0.0,2.61,5
1778597238.64,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597240.70,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597242.76,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597244.81,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597246.87,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597248.93,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597250.99,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597253.05,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597255.10,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.2,0.0,2.61,5
1778597257.16,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.4,0.0,2.61,5
1778597259.22,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.3,0.0,2.61,5
1778597261.28,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.4,0.0,2.61,5
1778597263.34,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597265.40,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597267.45,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.5,0.0,2.61,5
1778597269.50,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597271.55,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597273.60,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597275.65,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597277.71,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.4,0.0,2.61,5
1778597279.77,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.3,0.0,2.61,5
1778597281.82,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597283.88,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597285.94,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.3,0.0,2.61,5
1778597287.99,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.4,0.0,2.61,5
1778597290.05,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.4,0.0,2.61,5
1778597292.11,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.4,0.0,2.61,5
1778597294.16,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.3,0.0,2.61,5
1778597296.21,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.4,0.0,2.61,5
1778597298.26,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597300.31,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.3,0.0,2.61,5
1778597302.36,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597304.41,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597306.47,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597308.52,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.3,0.0,2.61,5
1778597310.57,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.3,0.0,2.61,5
1778597312.63,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.4,0.0,2.61,5
1778597314.69,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597316.74,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.4,0.0,2.61,5
1778597318.80,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597320.86,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.3,0.0,2.61,5
1778597322.91,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.4,0.0,2.61,5
1778597324.96,query/sh_6k,15.329,15.329,0.0,22.53,119.64,0.3,0.0,2.61,5
1778597327.01,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.4,0.0,2.61,5
1778597329.06,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597331.11,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597333.17,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597335.23,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597337.29,query/sh_6k,15.329,15.329,0.0,22.50,119.64,1.6,0.0,2.61,5
1778597339.35,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.4,0.0,2.61,5
1778597341.40,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.5,0.0,2.61,5
1778597343.46,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.5,0.0,2.61,5
1778597345.52,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597347.57,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.8,0.0,2.61,5
1778597349.63,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597351.69,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.8,0.0,2.61,5
1778597353.75,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.3,0.0,2.61,5
1778597355.81,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597357.86,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.7,0.0,2.61,5
1778597359.91,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597361.96,query/sh_6k,15.329,15.329,0.0,22.48,119.64,1.4,0.0,2.61,5
1778597364.01,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597366.06,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597368.11,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.8,0.0,2.61,5
1778597370.17,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.3,0.0,2.61,5
1778597372.23,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.8,0.0,2.61,5
1778597374.29,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597376.34,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597378.39,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.7,0.0,2.61,5
1778597380.45,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597382.51,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.8,0.0,2.61,5
1778597384.56,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597386.62,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597388.67,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.6,0.0,2.61,5
1778597390.72,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597392.77,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.7,0.0,2.61,5
1778597394.82,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597396.87,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.5,0.0,2.61,5
1778597398.93,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.5,0.0,2.61,5
1778597400.98,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597403.03,query/sh_6k,15.329,15.329,0.0,22.46,119.64,1.4,0.0,2.61,5
1778597405.09,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597407.14,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.7,0.0,2.61,5
1778597409.19,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597411.24,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597413.30,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.7,0.0,2.61,5
1778597415.36,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597417.42,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.7,0.0,2.61,5
1778597419.47,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.4,0.0,2.61,5
1778597421.53,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597423.59,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.7,0.0,2.61,5
1778597425.65,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597427.71,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.7,0.0,2.61,5
1778597429.76,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.4,0.0,2.61,5
1778597431.81,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.4,0.0,2.61,5
1778597433.87,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.7,0.0,2.61,5
1778597435.91,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597437.96,query/sh_6k,15.329,15.329,0.0,22.46,119.64,1.5,0.0,2.61,5
1778597440.02,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597442.07,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.4,0.0,2.61,5
1778597444.12,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.8,0.0,2.61,5
1778597446.17,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597448.22,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.6,0.0,2.61,5
1778597450.27,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.3,0.0,2.61,5
1778597452.33,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.5,0.0,2.61,5
1778597454.39,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.7,0.0,2.61,5
1778597456.45,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.4,0.0,2.61,5
1778597458.51,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.7,0.0,2.61,5
1778597460.57,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597462.62,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.7,0.0,2.61,5
1778597464.68,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597466.73,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597468.79,query/sh_6k,15.329,15.329,0.0,22.43,119.64,0.8,0.0,2.61,5
1778597470.85,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.4,0.0,2.61,5
1778597472.91,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.7,0.0,2.61,5
1778597474.97,query/sh_6k,15.329,15.329,0.0,22.47,119.64,1.1,0.0,2.61,5
1778597477.02,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597479.07,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.7,0.0,2.61,5
1778597481.12,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.4,0.0,2.61,5
1778597483.17,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.8,0.0,2.61,5
1778597485.23,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597487.29,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597489.35,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.3,0.0,2.61,5
1778597491.41,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597493.46,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597495.52,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597497.57,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597499.62,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597501.68,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597503.73,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597505.79,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597507.84,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597509.90,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597511.95,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.4,0.0,2.61,5
1778597514.01,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.3,0.0,2.61,5
1778597516.07,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.5,0.0,2.61,5
1778597518.13,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597520.18,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597522.25,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597524.30,query/sh_6k,15.329,15.329,0.0,22.46,119.64,0.3,0.0,2.61,5
1778597526.35,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.4,0.0,2.61,5
1778597528.41,query/sh_6k,15.329,15.329,0.0,22.45,119.64,0.3,0.0,2.61,5
1778597530.46,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.3,0.0,2.61,5
1778597532.51,query/sh_6k,15.329,15.329,0.0,22.44,119.64,0.4,0.0,2.61,5
1778597534.56,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.3,0.0,2.61,5
1778597536.62,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597538.68,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597540.74,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.3,0.0,2.61,5
1778597542.80,query/sh_6k,15.329,15.329,0.0,22.51,119.64,0.4,0.0,2.61,5
1778597544.86,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.4,0.0,2.61,5
1778597546.91,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.4,0.0,2.61,5
1778597548.97,query/sh_6k,15.329,15.329,0.0,22.52,119.64,0.3,0.0,2.61,5
1778597551.03,query/sh_6k,15.329,15.329,0.0,22.50,119.64,0.4,0.0,2.61,5
1778597553.09,query/sh_6k,15.329,15.329,0.0,22.49,119.64,0.3,0.0,2.61,5
1778597555.15,query/sh_6k,15.329,15.329,0.0,22.48,119.64,0.4,0.0,2.61,5
1778597557.21,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597559.26,query/sh_6k,15.329,15.329,0.0,22.47,119.64,0.4,0.0,2.61,5
1778597561.36,query/sh_6k,15.329,15.329,21.0,22.46,119.64,14.4,0.0,2.61,5
1778597563.41,query/sh_6k,15.335,15.335,0.0,22.47,119.64,3.9,0.0,2.61,5
1778597565.47,query/sh_6k,15.335,15.335,0.0,22.47,119.64,3.9,0.0,2.61,5
1778597567.53,query/sh_6k,15.335,15.335,0.0,22.47,119.64,4.4,0.0,2.61,5
1778597569.63,query/sh_6k,15.335,15.335,92.0,22.48,119.64,6.8,0.0,2.61,5
1778597571.68,query/sh_6k,15.335,15.335,0.0,22.49,119.64,4.0,0.0,2.61,5
1778597573.74,query/sh_6k,15.335,15.335,0.0,22.49,119.64,4.2,0.0,2.61,5
1778597575.84,query/sh_6k,15.335,15.335,0.0,22.50,119.64,7.4,0.0,2.61,5
1778597577.93,query/sh_6k,15.335,15.335,59.0,22.49,119.64,7.4,0.0,2.61,5
1778597579.99,query/sh_6k,15.335,15.335,2.0,22.49,119.64,3.8,0.0,2.61,5
1778597582.05,query/sh_6k,15.335,15.335,0.0,22.48,119.64,7.7,0.0,2.61,5
1778597584.15,query/sh_6k,15.335,15.335,0.0,22.46,119.64,7.4,0.0,2.61,5
1778597586.21,query/sh_6k,15.335,15.335,0.0,22.47,119.64,4.0,0.0,2.61,5
1778597588.27,query/sh_6k,15.335,15.335,0.0,22.48,119.64,7.5,0.0,2.61,5
1778597590.33,query/sh_6k,15.335,15.335,92.0,22.47,119.64,4.3,0.0,2.61,5
1778597592.44,query/sh_6k,15.335,15.335,0.0,22.51,119.64,10.5,0.0,2.61,5
1778597594.49,query/sh_6k,15.335,15.335,23.0,22.50,119.64,7.4,0.0,2.61,5
1778597596.55,query/sh_6k,15.335,15.335,0.0,22.51,119.64,4.0,0.0,2.61,5
1778597598.61,query/sh_6k,15.397,15.397,0.0,22.57,119.64,4.1,0.0,2.61,5
1778597600.71,query/sh_6k,15.397,15.397,95.0,22.53,119.64,7.2,0.0,2.61,5
1778597602.77,query/sh_6k,15.397,15.397,90.0,22.52,119.64,3.9,0.0,2.61,5
1778597604.82,query/sh_6k,15.397,15.397,0.0,22.53,119.64,3.9,0.0,2.61,5
1778597606.87,query/sh_6k,15.397,15.397,0.0,22.53,119.64,4.1,0.0,2.61,5
1778597608.96,query/sh_6k,15.397,15.397,0.0,22.51,119.64,7.4,0.0,2.61,5
1778597611.02,query/sh_6k,15.397,15.397,92.0,22.54,119.64,4.0,0.0,2.62,5
1778597613.08,query/sh_6k,15.397,15.397,0.0,22.56,119.64,3.9,0.0,2.62,5
1778597615.13,query/sh_6k,15.397,15.397,0.0,22.55,119.64,4.1,0.0,2.62,5
