ts,phase,gpu_mem_tree_gb,gpu_mem_total_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc_tree,rss_tree_gb,tree_pid_count
1778595249.40,query/sh_6k,15.397,15.397,93.0,22.58,119.64,8.1,0.0,2.62,5
1778595251.46,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.6,0.0,2.62,5
1778595253.56,query/sh_6k,15.397,15.397,0.0,22.53,119.64,7.6,0.0,2.62,5
1778595255.62,query/sh_6k,15.397,15.397,50.0,22.55,119.64,3.9,0.0,2.62,5
1778595257.68,query/sh_6k,15.397,15.397,45.0,22.55,119.64,4.0,0.0,2.62,5
1778595259.73,query/sh_6k,15.397,15.397,92.0,22.56,119.64,4.8,0.0,2.62,5
1778595261.82,query/sh_6k,15.397,15.397,0.0,22.56,119.64,7.1,0.0,2.62,5
1778595263.88,query/sh_6k,15.397,15.397,0.0,22.53,119.64,4.5,0.0,2.62,5
1778595265.94,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.0,0.0,2.62,5
1778595267.99,query/sh_6k,15.397,15.397,88.0,22.54,119.64,6.7,0.0,2.62,5
1778595270.07,query/sh_6k,15.397,15.397,0.0,22.57,119.64,5.0,0.0,2.62,5
1778595272.13,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.1,0.0,2.62,5
1778595274.23,query/sh_6k,15.397,15.397,0.0,22.53,119.64,7.8,0.0,2.62,5
1778595276.28,query/sh_6k,15.397,15.397,33.0,22.55,119.64,4.0,0.0,2.62,5
1778595278.34,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.6,0.0,2.62,5
1778595280.44,query/sh_6k,15.397,15.397,0.0,22.57,119.64,5.6,0.0,2.62,5
1778595282.53,query/sh_6k,15.397,15.397,61.0,22.60,119.64,7.1,0.0,2.62,5
1778595284.59,query/sh_6k,15.397,15.397,0.0,22.59,119.64,4.7,0.0,2.62,5
1778595286.68,query/sh_6k,15.397,15.397,0.0,22.60,119.64,7.4,0.0,2.62,5
1778595288.74,query/sh_6k,15.397,15.397,93.0,22.60,119.64,3.9,0.0,2.62,5
1778595290.79,query/sh_6k,15.397,15.397,0.0,22.57,119.64,4.0,0.0,2.62,5
1778595292.87,query/sh_6k,15.397,15.397,39.0,22.54,119.64,7.4,0.0,2.62,5
1778595294.92,query/sh_6k,15.397,15.397,0.0,22.54,119.64,3.9,0.0,2.62,5
1778595296.97,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.1,0.0,2.62,5
1778595299.03,query/sh_6k,15.397,15.397,92.0,22.54,119.64,8.1,0.0,2.62,5
1778595301.08,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.0,0.0,2.62,5
1778595303.13,query/sh_6k,15.397,15.397,0.0,22.55,119.64,3.9,0.0,2.62,5
1778595305.18,query/sh_6k,15.397,15.397,0.0,22.54,119.64,3.9,0.0,2.62,5
1778595307.23,query/sh_6k,15.397,15.397,0.0,22.53,119.64,4.2,0.0,2.62,5
1778595309.30,query/sh_6k,15.397,15.397,0.0,22.56,119.64,4.4,0.0,2.62,5
1778595311.39,query/sh_6k,15.397,15.397,22.0,22.58,119.64,7.3,0.0,2.62,5
1778595313.45,query/sh_6k,15.397,15.397,0.0,22.53,119.64,4.4,0.0,2.62,5
1778595315.51,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.2,0.0,2.62,5
1778595317.60,query/sh_6k,15.397,15.397,0.0,22.54,119.64,4.2,0.0,2.62,5
1778595319.66,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.3,0.0,2.62,5
1778595321.72,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595323.78,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.7,0.0,2.62,5
1778595325.84,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.5,0.0,2.62,5
1778595327.90,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.7,0.0,2.62,5
1778595329.95,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.4,0.0,2.62,5
1778595332.00,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.5,0.0,2.62,5
1778595334.05,query/sh_6k,15.397,15.397,0.0,22.52,119.64,1.6,0.0,2.62,5
1778595336.10,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.5,0.0,2.62,5
1778595338.16,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.7,0.0,2.62,5
1778595340.21,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.3,0.0,2.62,5
1778595342.27,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.4,0.0,2.62,5
1778595344.33,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.7,0.0,2.62,5
1778595346.39,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.4,0.0,2.62,5
1778595348.45,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.7,0.0,2.62,5
1778595350.50,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595352.55,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.5,0.0,2.62,5
1778595354.61,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.7,0.0,2.62,5
1778595356.67,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595358.73,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.7,0.0,2.62,5
1778595360.79,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.4,0.0,2.62,5
1778595362.85,query/sh_6k,15.397,15.397,0.0,22.50,119.64,0.7,0.0,2.62,5
1778595364.90,query/sh_6k,15.397,15.397,0.0,22.50,119.64,0.4,0.0,2.62,5
1778595366.96,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.5,0.0,2.62,5
1778595369.01,query/sh_6k,15.397,15.397,0.0,22.55,119.64,1.5,0.0,2.62,5
1778595371.06,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595373.11,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.8,0.0,2.62,5
1778595375.16,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595377.22,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595379.27,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.7,0.0,2.62,5
1778595381.33,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595383.39,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595385.44,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595387.50,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595389.56,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595391.62,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.5,0.0,2.62,5
1778595393.68,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595395.74,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595397.79,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.3,0.0,2.62,5
1778595399.85,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595401.91,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595403.97,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.3,0.0,2.62,5
1778595406.02,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595408.07,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595410.12,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595412.17,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595414.23,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595416.28,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595418.34,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.3,0.0,2.62,5
1778595420.40,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595422.46,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595424.52,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595426.58,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.5,0.0,2.62,5
1778595428.64,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595430.69,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595432.74,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.5,0.0,2.62,5
1778595434.79,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595436.84,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.5,0.0,2.62,5
1778595438.89,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595440.95,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.6,0.0,2.62,5
1778595443.01,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595445.07,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.7,0.0,2.62,5
1778595447.13,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595449.19,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595451.25,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.5,0.0,2.62,5
1778595453.30,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595455.35,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595457.40,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595459.46,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595461.52,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595463.57,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595465.63,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595467.68,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595469.73,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595471.78,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595473.84,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595475.90,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595477.96,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595480.02,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595482.07,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595484.12,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595486.17,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595488.22,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.6,0.0,2.62,5
1778595490.28,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595492.34,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595494.40,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595496.45,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595498.50,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595500.56,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595502.62,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.5,0.0,2.62,5
1778595504.68,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595506.74,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595508.80,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595510.85,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595512.91,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595514.96,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.3,0.0,2.62,5
1778595517.01,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.4,0.0,2.62,5
1778595519.07,query/sh_6k,15.397,15.397,0.0,22.51,119.64,0.3,0.0,2.62,5
1778595521.12,query/sh_6k,15.397,15.397,0.0,22.51,119.64,0.3,0.0,2.62,5
1778595523.18,query/sh_6k,15.397,15.397,0.0,22.50,119.64,0.3,0.0,2.62,5
1778595525.24,query/sh_6k,15.397,15.397,0.0,22.50,119.64,0.3,0.0,2.62,5
1778595527.30,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595529.35,query/sh_6k,15.397,15.397,0.0,22.51,119.64,0.4,0.0,2.62,5
1778595531.41,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.3,0.0,2.62,5
1778595533.47,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.4,0.0,2.62,5
1778595535.53,query/sh_6k,15.397,15.397,0.0,22.51,119.64,0.3,0.0,2.62,5
1778595537.59,query/sh_6k,15.397,15.397,0.0,22.51,119.64,0.4,0.0,2.62,5
1778595539.65,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.4,0.0,2.62,5
1778595541.70,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595543.75,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595545.80,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595547.86,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595549.92,query/sh_6k,15.397,15.397,0.0,22.53,119.64,0.3,0.0,2.62,5
1778595551.98,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595554.04,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595556.10,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595558.15,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595560.20,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.2,0.0,2.62,5
1778595562.25,query/sh_6k,15.397,15.397,0.0,22.59,119.64,0.4,0.0,2.62,5
1778595564.30,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.4,0.0,2.62,5
1778595566.35,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595568.41,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595570.48,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595572.53,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595574.59,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595576.65,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.4,0.0,2.62,5
1778595578.70,query/sh_6k,15.397,15.397,0.0,22.59,119.64,0.3,0.0,2.62,5
1778595580.75,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.3,0.0,2.62,5
1778595582.80,query/sh_6k,15.397,15.397,0.0,22.59,119.64,0.4,0.0,2.62,5
1778595584.85,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595586.91,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595588.96,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595591.01,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595593.07,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595595.13,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595597.19,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595599.25,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595601.31,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595603.36,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595605.41,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595607.46,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595609.51,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595611.57,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595613.63,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595615.69,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595617.75,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595619.81,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595621.86,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595623.91,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595625.96,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595628.01,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595630.06,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595632.12,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595634.18,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595636.24,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595638.29,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595640.35,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595642.40,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595644.45,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595646.51,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.4,0.0,2.62,5
1778595648.56,query/sh_6k,15.397,15.397,0.0,22.52,119.64,0.3,0.0,2.62,5
1778595650.62,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595652.68,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.4,0.0,2.62,5
1778595654.74,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595656.79,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595658.85,query/sh_6k,15.397,15.397,0.0,22.57,119.64,0.3,0.0,2.62,5
1778595660.90,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.3,0.0,2.62,5
1778595662.95,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595665.01,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.3,0.0,2.62,5
1778595667.07,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.5,0.0,2.62,5
1778595669.13,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.62,5
1778595671.19,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.4,0.0,2.62,5
1778595673.25,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.4,0.0,2.62,5
1778595675.30,query/sh_6k,15.397,15.397,0.0,22.54,119.64,0.3,0.0,2.62,5
1778595677.35,query/sh_6k,15.397,15.397,0.0,22.55,119.64,0.8,0.0,2.62,5
1778595679.40,query/sh_6k,15.397,15.397,0.0,22.56,119.64,0.6,0.0,2.62,5
