ts,phase,gpu_mem_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc,rss_gb
1778577290.17,transition,0.000,95.0,52.85,119.64,5.1,0.0,0.00
1778577292.21,transition,0.000,0.0,52.85,119.64,1.0,0.0,0.00
1778577294.26,transition,0.000,0.0,52.86,119.64,5.0,0.0,0.00
1778577296.30,transition,0.000,96.0,52.86,119.64,1.8,0.0,0.00
1778577298.39,transition,0.000,95.0,52.86,119.64,4.4,0.0,0.00
1778577300.43,transition,0.000,95.0,52.86,119.64,4.8,0.0,0.00
1778577302.47,transition,0.000,0.0,52.88,119.64,1.1,0.0,0.00
1778577304.52,transition,0.000,0.0,52.86,119.64,4.8,0.0,0.00
1778577306.56,transition,0.000,0.0,52.87,119.64,1.8,0.0,0.00
1778577308.65,transition,0.000,0.0,52.87,119.64,4.5,0.0,0.00
1778577310.70,transition,0.000,96.0,52.85,119.64,5.0,0.0,0.00
1778577312.74,transition,0.000,0.0,52.84,119.64,1.1,0.0,0.00
1778577314.78,transition,0.000,0.0,52.84,119.64,5.0,0.0,0.00
1778577316.83,transition,0.000,0.0,52.84,119.64,1.9,0.0,0.00
1778577318.93,transition,0.000,0.0,52.85,119.64,4.5,0.0,0.00
1778577320.97,transition,0.000,94.0,52.86,119.64,4.8,0.0,0.00
1778577323.02,transition,0.000,95.0,52.88,119.64,1.1,0.0,0.00
1778577325.06,transition,0.000,0.0,52.87,119.64,4.9,0.0,0.00
1778577327.10,transition,0.000,0.0,52.87,119.64,1.0,0.0,0.00
1778577329.14,transition,0.000,0.0,52.87,119.64,4.9,0.0,0.00
1778577331.19,transition,0.000,0.0,52.86,119.64,1.1,0.0,0.00
1778577333.23,transition,0.000,96.0,52.85,119.64,1.9,0.0,0.00
1778577335.33,transition,0.000,0.0,52.86,119.64,4.2,0.0,0.00
1778577337.37,transition,0.000,0.0,52.85,119.64,4.8,0.0,0.00
1778577339.41,transition,0.000,0.0,52.85,119.64,1.5,0.0,0.00
1778577341.51,transition,0.000,0.0,52.83,119.64,4.8,0.0,0.00
1778577343.56,transition,0.000,96.0,52.84,119.64,5.0,0.0,0.00
1778577345.60,transition,0.000,0.0,52.83,119.64,1.0,0.0,0.00
1778577347.64,transition,0.000,0.0,52.83,119.64,5.1,0.0,0.00
1778577349.69,transition,0.000,0.0,52.83,119.64,1.7,0.0,0.00
1778577351.78,transition,0.000,0.0,52.82,119.64,4.8,0.0,0.00
1778577353.83,transition,0.000,0.0,52.82,119.64,1.7,0.0,0.00
1778577355.92,transition,0.000,0.0,52.83,119.64,4.0,0.0,0.00
1778577357.96,transition,0.000,0.0,52.83,119.64,1.4,0.0,0.00
1778577360.06,transition,0.000,95.0,52.83,119.64,5.0,0.0,0.00
1778577362.11,transition,0.000,88.0,52.84,119.64,5.0,0.0,0.00
1778577364.15,transition,0.000,0.0,52.84,119.64,1.0,0.0,0.00
1778577366.20,transition,0.000,0.0,52.85,119.64,5.0,0.0,0.00
1778577368.24,transition,0.000,0.0,52.84,119.64,1.1,0.0,0.00
1778577370.29,transition,0.000,0.0,52.84,119.64,5.0,0.0,0.00
1778577372.33,transition,0.000,96.0,52.84,119.64,1.7,0.0,0.00
1778577374.42,transition,0.000,0.0,52.86,119.64,4.2,0.0,0.00
1778577376.47,transition,0.000,94.0,52.84,119.64,4.9,0.0,0.00
1778577378.52,transition,0.000,0.0,52.85,119.64,1.1,0.0,0.00
1778577380.56,transition,0.000,0.0,52.85,119.64,5.0,0.0,0.00
1778577382.60,transition,0.000,0.0,52.85,119.64,1.9,0.0,0.00
1778577384.70,transition,0.000,0.0,52.85,119.64,4.7,0.0,0.00
1778577386.75,transition,0.000,96.0,52.86,119.64,5.0,0.0,0.00
1778577388.79,transition,0.000,0.0,52.87,119.64,1.0,0.0,0.00
1778577390.84,transition,0.000,12.0,52.85,119.64,5.0,0.0,0.00
1778577392.89,transition,0.000,0.0,52.85,119.64,2.0,0.0,0.00
1778577394.98,transition,0.000,0.0,52.86,119.64,4.5,0.0,0.00
1778577397.03,transition,0.000,96.0,52.86,119.64,4.8,0.0,0.00
1778577399.07,transition,0.000,96.0,52.86,119.64,1.4,0.0,0.00
1778577401.15,transition,0.000,96.0,52.86,119.64,5.0,0.0,0.00
1778577403.20,transition,0.000,0.0,52.87,119.64,4.9,0.0,0.00
1778577405.24,transition,0.000,0.0,52.86,119.64,1.0,0.0,0.00
1778577407.28,transition,0.000,0.0,52.85,119.64,4.9,0.0,0.00
1778577409.32,transition,0.000,94.0,52.84,119.64,1.8,0.0,0.00
1778577411.42,transition,0.000,95.0,52.84,119.64,4.8,0.0,0.00
1778577413.46,transition,0.000,0.0,52.84,119.64,1.4,0.0,0.00
1778577415.55,transition,0.000,95.0,52.85,119.64,4.6,0.0,0.00
1778577417.59,transition,0.000,95.0,52.83,119.64,5.3,0.0,0.00
1778577419.64,transition,0.000,0.0,52.84,119.64,1.5,0.0,0.00
1778577421.73,transition,0.000,0.0,52.86,119.64,5.4,0.0,0.00
1778577423.77,transition,0.000,96.0,52.92,119.64,7.1,0.0,0.00
1778577425.81,transition,0.000,0.0,52.90,119.64,1.1,0.0,0.00
1778577427.86,transition,0.000,0.0,52.89,119.64,6.0,0.0,0.00
1778577429.97,transition,0.000,0.0,52.89,119.64,2.2,0.0,0.00
1778577432.04,transition,0.000,0.0,52.88,119.64,4.4,0.0,0.00
1778577434.08,transition,0.000,0.0,52.86,119.64,5.0,0.0,0.00
1778577436.13,transition,0.000,0.0,52.84,119.64,1.1,0.0,0.00
1778577438.17,transition,0.000,0.0,52.83,119.64,5.4,0.0,0.00
1778577440.22,transition,0.000,96.0,52.86,119.64,3.2,0.0,0.00
1778577442.30,transition,0.000,66.0,52.86,119.64,5.3,0.0,0.00
1778577444.34,transition,0.000,37.0,52.85,119.64,1.2,0.0,0.00
1778577446.44,transition,0.000,95.0,52.87,119.64,4.9,0.0,0.00
1778577448.48,transition,0.000,96.0,52.89,119.64,4.9,0.0,0.00
1778577450.52,transition,0.000,0.0,52.88,119.64,1.7,0.0,0.00
1778577452.57,transition,0.000,0.0,52.88,119.64,5.1,0.0,0.00
1778577454.62,transition,0.000,0.0,52.88,119.64,2.3,0.0,0.00
1778577456.74,transition,0.000,95.0,52.88,119.64,4.8,0.0,0.00
1778577458.78,transition,0.000,95.0,52.84,119.64,5.6,0.0,0.00
1778577460.82,transition,0.000,0.0,52.85,119.64,1.7,0.0,0.00
1778577462.93,transition,0.000,0.0,52.83,119.64,5.5,0.0,0.00
1778577465.02,transition,0.000,0.0,52.83,119.64,2.8,0.0,0.00
1778577467.06,transition,0.000,0.0,52.84,119.64,3.7,0.0,0.00
1778577469.11,transition,0.000,0.0,52.84,119.64,5.4,0.0,0.00
1778577471.15,transition,0.000,96.0,52.83,119.64,3.1,0.0,0.00
1778577473.24,transition,0.000,95.0,52.84,119.64,5.2,0.0,0.00
1778577475.29,transition,0.000,95.0,52.85,119.64,5.1,0.0,0.00
1778577477.33,transition,0.000,0.0,52.85,119.64,1.0,0.0,0.00
1778577479.38,transition,0.000,0.0,52.85,119.64,5.2,0.0,0.00
1778577481.42,transition,0.000,0.0,52.86,119.64,1.6,0.0,0.00
1778577483.52,transition,0.000,0.0,52.85,119.64,4.9,0.0,0.00
1778577485.57,transition,0.000,0.0,52.75,119.64,2.3,0.0,0.00
1778577487.61,transition,0.000,0.0,4.96,119.64,5.1,0.0,0.00
1778577489.65,transition,0.000,0.0,5.36,119.64,11.6,0.0,0.00
1778577491.70,transition,0.000,0.0,5.37,119.64,1.1,0.0,0.00
1778577493.76,query,0.000,0.0,5.68,119.64,4.0,0.0,0.00
1778577495.80,query,0.000,26.0,19.18,119.64,10.5,0.0,0.00
1778577497.87,query,0.000,25.0,37.62,119.64,13.5,0.0,0.00
1778577499.91,query,0.000,96.0,53.48,119.64,5.4,0.0,0.00
1778577501.98,query,0.000,53.0,61.60,119.64,2.9,0.0,0.00
1778577504.02,query,0.000,0.0,61.59,119.64,0.9,0.0,0.00
1778577506.07,query,0.000,0.0,61.58,119.64,1.1,0.0,0.00
1778577508.11,query,0.000,96.0,61.60,119.64,1.6,0.0,0.00
1778577510.21,query,0.000,96.0,61.58,119.64,5.7,0.0,0.00
1778577512.31,query,0.000,96.0,61.60,119.64,5.1,0.0,0.00
1778577514.40,query,0.000,96.0,61.61,119.64,5.6,0.0,0.00
1778577516.49,query,0.000,96.0,61.62,119.64,5.6,0.0,0.00
1778577518.57,query,0.000,96.0,61.65,119.64,4.3,0.0,0.00
1778577520.66,query,0.000,96.0,61.66,119.64,6.1,0.0,0.00
1778577522.74,query,0.000,96.0,61.67,119.64,6.0,0.0,0.00
1778577524.83,query,0.000,96.0,61.68,119.64,6.2,0.0,0.00
1778577526.88,query,0.000,96.0,61.65,119.64,6.0,0.0,0.00
1778577528.99,query,0.000,96.0,61.66,119.64,6.1,0.0,0.00
1778577531.09,query,0.000,6.0,39.13,119.64,5.8,0.0,0.00
1778577533.16,transition,0.000,0.0,52.90,119.64,6.4,0.0,0.00
1778577535.21,transition,0.000,70.0,52.89,119.64,1.5,0.0,0.00
1778577537.30,transition,0.000,4.0,52.90,119.64,5.1,0.0,0.00
1778577539.35,transition,0.000,96.0,52.91,119.64,1.8,0.0,0.00
1778577541.44,transition,0.000,0.0,52.90,119.64,4.2,0.0,0.00
1778577543.48,transition,0.000,93.0,52.90,119.64,5.1,0.0,0.00
1778577545.52,transition,0.000,0.0,52.89,119.64,1.1,0.0,0.00
1778577547.57,transition,0.000,77.0,52.88,119.64,5.0,0.0,0.00
1778577549.61,transition,0.000,0.0,52.88,119.64,0.8,0.0,0.00
1778577551.65,transition,0.000,0.0,52.88,119.64,5.0,0.0,0.00
1778577553.75,transition,0.000,20.0,52.87,119.64,2.0,0.0,0.00
1778577555.86,transition,0.000,0.0,52.86,119.64,4.3,0.0,0.00
1778577557.91,transition,0.000,94.0,52.86,119.64,5.0,0.0,0.00
1778577559.95,transition,0.000,0.0,52.85,119.64,1.1,0.0,0.00
1778577562.04,transition,0.000,0.0,52.86,119.64,5.0,0.0,0.00
1778577564.09,transition,0.000,94.0,52.87,119.64,1.9,0.0,0.00
1778577566.19,transition,0.000,0.0,52.88,119.64,4.6,0.0,0.00
1778577568.23,transition,0.000,0.0,52.88,119.64,5.0,0.0,0.00
1778577570.27,transition,0.000,0.0,52.87,119.64,1.3,0.0,0.00
1778577572.37,transition,0.000,0.0,52.85,119.64,5.1,0.0,0.00
1778577574.46,transition,0.000,96.0,52.85,119.64,1.8,0.0,0.00
1778577576.53,transition,0.000,9.0,52.85,119.64,4.2,0.0,0.00
1778577578.57,transition,0.000,0.0,52.85,119.64,5.0,0.0,0.00
1778577580.62,transition,0.000,0.0,52.87,119.64,1.3,0.0,0.00
1778577582.72,transition,0.000,0.0,52.90,119.64,4.9,0.0,0.00
1778577584.76,transition,0.000,0.0,52.89,119.64,1.7,0.0,0.00
1778577586.86,transition,0.000,0.0,52.89,119.64,4.9,0.0,0.00
1778577588.90,transition,0.000,96.0,52.88,119.64,4.5,0.0,0.00
1778577590.95,transition,0.000,95.0,52.87,119.64,1.4,0.0,0.00
1778577592.99,transition,0.000,96.0,52.88,119.64,4.9,0.0,0.00
1778577595.04,transition,0.000,0.0,52.88,119.64,1.1,0.0,0.00
1778577597.08,transition,0.000,0.0,52.89,119.64,5.0,0.0,0.00
1778577599.12,transition,0.000,96.0,52.89,119.64,1.7,0.0,0.00
1778577601.21,transition,0.000,0.0,52.89,119.64,4.8,0.0,0.00
1778577603.26,transition,0.000,0.0,52.88,119.64,0.6,0.0,0.00
1778577605.30,transition,0.000,0.0,52.87,119.64,0.7,0.0,0.00
1778577607.34,transition,0.000,0.0,52.86,119.64,0.6,0.0,0.00
1778577609.39,transition,0.000,0.0,52.86,119.64,0.8,0.0,0.00
1778577611.43,transition,0.000,0.0,52.86,119.64,0.7,0.0,0.00
1778577613.47,transition,0.000,0.0,52.86,119.64,0.7,0.0,0.00
1778577615.51,transition,0.000,0.0,52.86,119.64,0.6,0.0,0.00
1778577617.56,transition,0.000,0.0,52.88,119.64,0.6,0.0,0.00
1778577619.60,transition,0.000,0.0,52.87,119.64,0.6,0.0,0.00
1778577621.65,transition,0.000,82.0,52.87,119.64,5.0,0.0,0.00
1778577623.69,transition,0.000,0.0,52.86,119.64,1.0,0.0,0.00
1778577625.73,transition,0.000,0.0,52.85,119.64,4.8,0.0,0.00
1778577627.78,transition,0.000,0.0,52.86,119.64,1.7,0.0,0.00
1778577629.86,transition,0.000,0.0,52.87,119.64,4.5,0.0,0.00
1778577631.91,transition,0.000,96.0,52.88,119.64,3.8,0.0,0.00
1778577633.95,transition,0.000,96.0,52.88,119.64,2.2,0.0,0.00
1778577635.99,transition,0.000,96.0,52.86,119.64,5.1,0.0,0.00
1778577638.03,transition,0.000,0.0,52.86,119.64,1.4,0.0,0.00
1778577640.13,transition,0.000,75.0,52.86,119.64,4.7,0.0,0.00
1778577642.22,transition,0.000,94.0,52.86,119.64,2.2,0.0,0.00
1778577644.31,transition,0.000,0.0,52.87,119.64,4.1,0.0,0.00
1778577646.35,transition,0.000,0.0,52.87,119.64,5.0,0.0,0.00
1778577648.40,transition,0.000,0.0,52.85,119.64,1.4,0.0,0.00
1778577650.50,transition,0.000,0.0,52.86,119.64,4.5,0.0,0.00
1778577652.59,transition,0.000,96.0,52.86,119.64,2.1,0.0,0.00
1778577654.67,transition,0.000,16.0,52.86,119.64,4.0,0.0,0.00
1778577656.72,transition,0.000,90.0,52.86,119.64,5.0,0.0,0.00
1778577658.76,transition,0.000,0.0,52.86,119.64,1.5,0.0,0.00
1778577660.86,transition,0.000,0.0,52.86,119.64,4.9,0.0,0.00
1778577662.91,transition,0.000,96.0,52.85,119.64,5.1,0.0,0.00
1778577664.95,transition,0.000,89.0,52.85,119.64,0.9,0.0,0.00
1778577666.99,transition,0.000,0.0,52.86,119.64,1.9,0.0,0.00
1778577669.09,transition,0.000,0.0,52.85,119.64,4.0,0.0,0.00
1778577671.14,transition,0.000,2.0,52.85,119.64,4.8,0.0,0.00
1778577673.18,transition,0.000,0.0,52.85,119.64,1.1,0.0,0.00
1778577675.23,transition,0.000,0.0,52.86,119.64,4.9,0.0,0.00
1778577677.27,transition,0.000,0.0,52.88,119.64,1.1,0.0,0.00
1778577679.37,transition,0.000,0.0,52.86,119.64,5.1,0.0,0.00
1778577681.48,transition,0.000,0.0,52.86,119.64,1.3,0.0,0.00
1778577683.58,transition,0.000,0.0,52.86,119.64,5.0,0.0,0.00
1778577685.66,transition,0.000,96.0,52.85,119.64,1.9,0.0,0.00
1778577687.76,transition,0.000,95.0,52.86,119.64,4.2,0.0,0.00
1778577689.81,transition,0.000,95.0,52.86,119.64,4.9,0.0,0.00
1778577691.85,transition,0.000,0.0,52.86,119.64,1.4,0.0,0.00
1778577693.95,transition,0.000,0.0,52.84,119.64,5.0,0.0,0.00
1778577696.04,transition,0.000,0.0,52.84,119.64,1.9,0.0,0.00
1778577698.12,transition,0.000,0.0,52.86,119.64,4.3,0.0,0.00
1778577700.16,transition,0.000,0.0,52.87,119.64,5.0,0.0,0.00
1778577702.21,transition,0.000,0.0,52.87,119.64,1.1,0.0,0.00
1778577704.31,transition,0.000,0.0,52.87,119.64,4.7,0.0,0.00
1778577706.35,transition,0.000,1.0,52.87,119.64,1.5,0.0,0.00
1778577708.45,transition,0.000,86.0,52.86,119.64,4.8,0.0,0.00
1778577710.49,transition,0.000,94.0,52.85,119.64,5.0,0.0,0.00
1778577712.54,transition,0.000,0.0,52.86,119.64,1.0,0.0,0.00
1778577714.58,transition,0.000,0.0,52.87,119.64,4.8,0.0,0.00
1778577716.62,transition,0.000,0.0,52.88,119.64,1.7,0.0,0.00
1778577718.72,transition,0.000,0.0,52.87,119.64,4.5,0.0,0.00
1778577720.76,transition,0.000,94.0,52.85,119.64,2.9,0.0,0.00
1778577722.81,transition,0.000,0.0,52.86,119.64,2.3,0.0,0.00
1778577724.85,transition,0.000,0.0,52.86,119.64,1.3,0.0,0.00
1778577726.94,transition,0.000,0.0,52.86,119.64,4.9,0.0,0.00
1778577728.99,transition,0.000,0.0,52.85,119.64,1.4,0.0,0.00
1778577731.09,transition,0.000,0.0,52.85,119.64,4.4,0.0,0.00
1778577733.13,transition,0.000,96.0,52.86,119.64,4.9,0.0,0.00
1778577735.17,transition,0.000,0.0,52.85,119.64,1.0,0.0,0.00
1778577737.22,transition,0.000,0.0,52.85,119.64,5.0,0.0,0.00
1778577739.26,transition,0.000,95.0,52.85,119.64,1.7,0.0,0.00
1778577741.35,transition,0.000,96.0,52.84,119.64,4.7,0.0,0.00
1778577743.40,transition,0.000,96.0,52.84,119.64,5.0,0.0,0.00
1778577745.44,transition,0.000,0.0,52.84,119.64,1.0,0.0,0.00
1778577747.49,transition,0.000,0.0,52.85,119.64,5.0,0.0,0.00
1778577749.53,transition,0.000,0.0,52.85,119.64,1.0,0.0,0.00
1778577751.60,transition,0.000,0.0,52.86,119.64,4.9,0.0,0.00
1778577753.70,transition,0.000,96.0,52.86,119.64,2.3,0.0,0.00
1778577755.80,transition,0.000,96.0,52.86,119.64,4.1,0.0,0.00
1778577757.84,transition,0.000,96.0,52.85,119.64,5.1,0.0,0.00
1778577759.88,transition,0.000,0.0,52.84,119.64,0.9,0.0,0.00
1778577761.96,transition,0.000,0.0,52.84,119.64,5.3,0.0,0.00
1778577764.06,transition,0.000,0.0,52.84,119.64,1.5,0.0,0.00
1778577766.15,transition,0.000,7.0,52.83,119.64,4.6,0.0,0.00
1778577768.20,transition,0.000,94.0,52.84,119.64,1.8,0.0,0.00
1778577770.30,transition,0.000,0.0,52.83,119.64,4.2,0.0,0.00
1778577772.35,transition,0.000,11.0,52.85,119.64,5.0,0.0,0.00
1778577774.39,transition,0.000,0.0,52.86,119.64,1.0,0.0,0.00
1778577776.43,transition,0.000,0.0,52.85,119.64,5.0,0.0,0.00
1778577778.48,transition,0.000,0.0,52.85,119.64,1.5,0.0,0.00
1778577780.57,transition,0.000,28.0,52.85,119.64,4.9,0.0,0.00
1778577782.62,transition,0.000,1.0,52.84,119.64,1.6,0.0,0.00
1778577784.72,transition,0.000,0.0,52.83,119.64,4.5,0.0,0.00
1778577786.77,transition,0.000,96.0,52.85,119.64,2.0,0.0,0.00
1778577788.84,transition,0.000,73.0,52.85,119.64,4.2,0.0,0.00
1778577790.89,transition,0.000,93.0,52.86,119.64,4.9,0.0,0.00
1778577792.93,transition,0.000,0.0,52.87,119.64,1.3,0.0,0.00
1778577795.04,transition,0.000,0.0,52.87,119.64,5.0,0.0,0.00
1778577797.12,transition,0.000,96.0,52.87,119.64,1.5,0.0,0.00
1778577799.21,transition,0.000,0.0,52.86,119.64,4.5,0.0,0.00
1778577801.25,transition,0.000,0.0,52.87,119.64,4.9,0.0,0.00
1778577803.29,transition,0.000,0.0,52.85,119.64,1.0,0.0,0.00
1778577805.34,transition,0.000,0.0,52.84,119.64,4.9,0.0,0.00
1778577807.38,transition,0.000,0.0,52.84,119.64,1.2,0.0,0.00
1778577809.42,transition,0.000,0.0,52.85,119.64,4.9,0.0,0.00
1778577811.53,transition,0.000,96.0,52.85,119.64,2.1,0.0,0.00
1778577813.63,transition,0.000,95.0,52.86,119.64,4.3,0.0,0.00
1778577815.67,transition,0.000,94.0,52.86,119.64,4.8,0.0,0.00
1778577817.71,transition,0.000,0.0,52.88,119.64,1.0,0.0,0.00
1778577819.76,transition,0.000,0.0,52.87,119.64,4.9,0.0,0.00
1778577821.80,transition,0.000,0.0,52.87,119.64,1.5,0.0,0.00
1778577823.90,transition,0.000,0.0,52.86,119.64,4.7,0.0,0.00
