ts,phase,gpu_mem_tree_gb,gpu_mem_total_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc_tree,rss_tree_gb,tree_pid_count
1778581905.31,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.4,0.0,2.77,5
1778581907.37,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.3,0.0,2.77,5
1778581909.42,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778581911.47,query/sh_6k,15.335,15.335,0.0,22.56,119.64,0.4,0.0,2.77,5
1778581913.52,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581915.57,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.4,0.0,2.77,5
1778581917.62,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778581919.68,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.4,0.0,2.77,5
1778581921.73,query/sh_6k,15.335,15.335,0.0,22.62,119.64,0.4,0.0,2.77,5
1778581923.79,query/sh_6k,15.335,15.335,0.0,22.62,119.64,0.3,0.0,2.77,5
1778581925.85,query/sh_6k,15.335,15.335,0.0,22.63,119.64,0.4,0.0,2.77,5
1778581927.91,query/sh_6k,15.335,15.335,0.0,22.63,119.64,0.4,0.0,2.77,5
1778581929.96,query/sh_6k,15.335,15.335,0.0,22.62,119.64,1.0,0.0,2.77,5
1778581932.01,query/sh_6k,15.335,15.335,0.0,22.62,119.64,0.4,0.0,2.77,5
1778581934.06,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.7,0.0,2.77,5
1778581936.12,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.5,0.0,2.77,5
1778581938.18,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778581940.24,query/sh_6k,15.335,15.335,0.0,22.58,119.64,1.6,0.0,2.77,5
1778581942.30,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.4,0.0,2.77,5
1778581944.36,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.8,0.0,2.77,5
1778581946.41,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.4,0.0,2.77,5
1778581948.47,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.3,0.0,2.77,5
1778581950.53,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.7,0.0,2.77,5
1778581952.58,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581954.64,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.7,0.0,2.77,5
1778581956.69,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.3,0.0,2.77,5
1778581958.74,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778581960.80,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.4,0.0,2.77,5
1778581962.85,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581964.91,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.4,0.0,2.77,5
1778581966.97,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778581969.03,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.3,0.0,2.77,5
1778581971.08,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581973.13,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581975.18,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581977.24,query/sh_6k,15.335,15.335,0.0,22.56,119.64,0.3,0.0,2.77,5
1778581979.29,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581981.34,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.4,0.0,2.77,5
1778581983.40,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.3,0.0,2.77,5
1778581985.46,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.3,0.0,2.77,5
1778581987.52,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.4,0.0,2.77,5
1778581989.57,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.3,0.0,2.77,5
1778581991.62,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.4,0.0,2.77,5
1778581993.67,query/sh_6k,15.335,15.335,0.0,22.65,119.64,2.0,0.0,2.77,5
1778581995.72,query/sh_6k,15.335,15.335,0.0,22.63,119.64,0.6,0.0,2.77,5
1778581997.77,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.9,0.0,2.77,5
1778581999.83,query/sh_6k,15.335,15.335,0.0,22.62,119.64,0.5,0.0,2.77,5
1778582001.88,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.4,0.0,2.77,5
1778582003.94,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.7,0.0,2.77,5
1778582006.00,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.5,0.0,2.77,5
1778582008.06,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.7,0.0,2.77,5
1778582010.12,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.5,0.0,2.77,5
1778582012.18,query/sh_6k,15.335,15.335,0.0,22.59,119.64,1.3,0.0,2.77,5
1778582014.23,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.6,0.0,2.77,5
1778582016.29,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.5,0.0,2.77,5
1778582018.35,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.8,0.0,2.77,5
1778582020.41,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.4,0.0,2.77,5
1778582022.46,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.3,0.0,2.77,5
1778582024.51,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778582026.56,query/sh_6k,15.335,15.335,0.0,22.63,119.64,0.3,0.0,2.77,5
1778582028.61,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.3,0.0,2.77,5
1778582030.66,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.4,0.0,2.77,5
1778582032.72,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778582034.78,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.4,0.0,2.77,5
1778582036.84,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778582038.90,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.3,0.0,2.77,5
1778582040.95,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.4,0.0,2.77,5
1778582043.00,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.3,0.0,2.77,5
1778582045.05,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.4,0.0,2.77,5
1778582047.10,query/sh_6k,15.335,15.335,0.0,22.62,119.64,0.4,0.0,2.77,5
1778582049.15,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.4,0.0,2.77,5
1778582051.20,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.4,0.0,2.77,5
1778582053.26,query/sh_6k,15.335,15.335,0.0,22.61,119.64,0.3,0.0,2.77,5
1778582055.32,query/sh_6k,15.335,15.335,0.0,22.62,119.64,0.4,0.0,2.77,5
1778582057.38,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.4,0.0,2.77,5
1778582059.44,query/sh_6k,15.335,15.335,0.0,22.60,119.64,0.3,0.0,2.77,5
1778582061.49,query/sh_6k,15.335,15.335,0.0,22.58,119.64,3.9,0.0,2.77,5
1778582063.54,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.6,0.0,2.77,5
1778582065.64,query/sh_6k,15.335,15.335,0.0,22.58,119.64,4.0,0.0,2.77,5
1778582067.69,query/sh_6k,15.335,15.335,0.0,22.56,119.64,3.8,0.0,2.77,5
1778582069.78,query/sh_6k,15.335,15.335,28.0,22.57,119.64,3.9,0.0,2.77,5
1778582071.83,query/sh_6k,15.335,15.335,0.0,22.55,119.64,2.4,0.0,2.77,5
1778582073.89,query/sh_6k,15.335,15.335,0.0,22.59,119.64,1.9,0.0,2.77,5
1778582075.94,query/sh_6k,15.335,15.335,0.0,22.56,119.64,4.0,0.0,2.74,5
1778582077.99,query/sh_6k,15.335,15.335,51.0,22.56,119.64,3.9,0.0,2.74,5
1778582080.04,query/sh_6k,15.335,15.335,0.0,22.59,119.64,0.8,0.0,2.74,5
1778582082.10,query/sh_6k,15.335,15.335,0.0,22.60,119.64,3.6,0.0,2.74,5
1778582084.16,query/sh_6k,15.335,15.335,0.0,22.58,119.64,3.9,0.0,2.74,5
1778582086.22,query/sh_6k,15.335,15.335,0.0,22.59,119.64,4.0,0.0,2.74,5
1778582088.28,query/sh_6k,15.335,15.335,0.0,22.58,119.64,3.9,0.0,2.74,5
1778582090.33,query/sh_6k,15.335,15.335,22.0,22.60,119.64,4.0,0.0,2.74,5
1778582092.39,query/sh_6k,15.335,15.335,0.0,22.58,119.64,0.6,0.0,2.74,5
1778582094.48,query/sh_6k,15.335,15.335,0.0,22.58,119.64,3.8,0.0,2.74,5
1778582096.53,query/sh_6k,15.335,15.335,0.0,22.59,119.64,3.9,0.0,2.74,5
1778582098.58,query/sh_6k,15.335,15.335,0.0,22.57,119.64,3.9,0.0,2.74,5
1778582100.64,query/sh_6k,15.335,15.335,0.0,22.57,119.64,0.9,0.0,2.74,5
1778582102.71,query/sh_6k,15.335,15.335,0.0,22.58,119.64,3.6,0.0,2.74,5
1778582104.77,query/sh_6k,15.397,15.397,56.0,22.60,119.64,4.0,0.0,2.74,5
1778582106.82,query/sh_6k,15.397,15.397,0.0,22.61,119.64,3.9,0.0,2.74,5
1778582108.87,query/sh_6k,15.397,15.397,0.0,22.63,119.64,3.8,0.0,2.74,5
1778582110.92,query/sh_6k,15.397,15.397,0.0,22.62,119.64,0.5,0.0,2.74,5
1778582113.02,query/sh_6k,15.397,15.397,0.0,22.62,119.64,3.6,0.0,2.74,5
1778582115.07,query/sh_6k,15.397,15.397,0.0,22.62,119.64,0.4,0.0,2.74,5
1778582117.13,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.3,0.0,2.74,5
1778582119.19,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.3,0.0,2.74,5
1778582121.25,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.4,0.0,2.74,5
1778582123.31,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.3,0.0,2.74,5
1778582125.37,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.4,0.0,2.74,5
1778582127.42,query/sh_6k,15.397,15.397,0.0,22.59,119.64,0.3,0.0,2.74,5
1778582129.47,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.3,0.0,2.74,5
1778582131.52,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.4,0.0,2.74,5
1778582133.58,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.3,0.0,2.74,5
1778582135.63,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.4,0.0,2.74,5
1778582137.69,query/sh_6k,15.397,15.397,0.0,22.64,119.64,0.3,0.0,2.74,5
1778582139.74,query/sh_6k,15.397,15.397,0.0,22.62,119.64,0.4,0.0,2.74,5
1778582141.80,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.3,0.0,2.74,5
1778582143.86,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.3,0.0,2.74,5
1778582145.92,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.4,0.0,2.74,5
1778582147.97,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.3,0.0,2.74,5
1778582150.02,query/sh_6k,15.397,15.397,0.0,22.64,119.64,0.3,0.0,2.74,5
1778582152.07,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.3,0.0,2.74,5
1778582154.12,query/sh_6k,15.397,15.397,0.0,22.62,119.64,0.3,0.0,2.74,5
1778582156.17,query/sh_6k,15.397,15.397,0.0,22.59,119.64,0.4,0.0,2.74,5
1778582158.23,query/sh_6k,15.397,15.397,0.0,22.58,119.64,0.3,0.0,2.74,5
1778582160.29,query/sh_6k,15.397,15.397,0.0,22.59,119.64,0.3,0.0,2.74,5
1778582162.34,query/sh_6k,15.397,15.397,0.0,22.60,119.64,0.4,0.0,2.74,5
1778582164.40,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.3,0.0,2.74,5
1778582166.46,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.4,0.0,2.74,5
1778582168.52,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.3,0.0,2.74,5
1778582170.57,query/sh_6k,15.397,15.397,0.0,22.63,119.64,0.4,0.0,2.74,5
1778582172.63,query/sh_6k,15.397,15.397,0.0,22.64,119.64,0.3,0.0,2.74,5
1778582174.68,query/sh_6k,15.397,15.397,0.0,22.64,119.64,0.3,0.0,2.74,5
1778582176.73,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.3,0.0,2.74,5
1778582178.78,query/sh_6k,15.397,15.397,0.0,22.61,119.64,0.3,0.0,2.74,5
1778582180.83,query/sh_6k,15.397,15.397,0.0,22.62,119.64,0.3,0.0,2.74,5
1778582182.89,query/sh_6k,15.397,15.397,0.0,22.65,119.64,0.3,0.0,2.74,5
1778582184.95,query/sh_6k,15.397,15.397,0.0,22.64,119.64,0.4,0.0,2.74,5
1778582187.01,query/sh_6k,15.397,15.397,0.0,22.64,119.64,0.3,0.0,2.74,5
1778582189.07,query/sh_6k,15.397,15.397,0.0,22.66,119.64,0.3,0.0,2.74,5
